Binomial,Area,FID_2,TID,Group,Value,area2
Amerotyphlops lehneri,19.992561,"408",R09157,snake,"1",19.993
Amerotyphlops microstomus,51509.222990,"409",R09158,snake,"1",51509.238
Amerotyphlops minuisquamus,1491983.927210,"410",R09159,snake,"1",1491983.770
Amerotyphlops paucisquamus,97487.269330,"411",R09160,snake,"1",97487.267
Amerotyphlops reticulatus,10736526.365909,"412",R09161,snake,"1",10736859.856
Amerotyphlops stadelmani,15604.888961,"413",R09162,snake,"1",15604.641
Amerotyphlops tasymicris,9.996281,"414",R09163,snake,"1",9.996
Amerotyphlops tenuis,84051.422786,"415",R09164,snake,"1",84043.906
Amerotyphlops trinitatus,259.929216,"416",R09165,snake,"1",259.929
Amerotyphlops tycherus,9.996281,"417",R09166,snake,"1",9.996
Amerotyphlops yonenagae,31412.974025,"418",R09167,snake,"1",31412.974
Amnesteophis melanauchen,2.807283,"419",R02642,snake,"1",2.807
Amphibolurus muricatus,592316.109541,"420",R00097,lizard,"1",592317.334
Amphibolurus norrisi,410113.075911,"421",R00098,lizard,"1",410041.089
Amphiesma stolatum,7004010.555745,"422",R06356,snake,"1",7006076.673
Amphiesmoides ornaticeps,169582.291368,"423",R06357,snake,"1",169652.198
Amphiglossus alluaudi,3563.898738,"424",R07034,lizard,"1",3563.901
Amphiglossus andranovahensis,19492.917852,"425",R07035,lizard,"1",19492.613
Amphiglossus anosyensis,18811.827716,"426",R07036,lizard,"1",18812.922
Amphiglossus ardouini,7587.576067,"427",R07037,lizard,"1",7587.614
Amphiglossus astrolabi,131527.477739,"428",R07038,lizard,"1",131527.294
Amphiglossus crenni,7746.014185,"429",R07039,lizard,"1",7746.032
Amphiglossus decaryi,1380.237373,"430",R07040,lizard,"1",1380.201
Amphiglossus elongatus,9171.246018,"431",R07041,lizard,"1",9171.269
Amphiglossus frontoparietalis,65504.184751,"432",R07042,lizard,"1",65504.208
Amphiglossus gastrostictus,20312.585214,"433",R07043,lizard,"1",20314.302
Amphiglossus johannae,2039.828041,"434",R07044,lizard,"1",2039.829
Amphiglossus macrocercus,44430.740742,"435",R07045,lizard,"1",44430.804
Amphiglossus mandady,863.377928,"436",R07046,lizard,"1",863.378
Amphiglossus mandokava,14119.446630,"437",R07047,lizard,"1",14119.630
Amphiglossus melanurus,35587.071170,"438",R07048,lizard,"1",35587.150
Amphiglossus meva,23789.684320,"439",R07049,lizard,"1",23788.014
Amphiglossus ornaticeps,212014.679828,"440",R07050,lizard,"1",212014.919
Amphiglossus punctatus,61978.862273,"441",R07051,lizard,"1",61978.919
Amphiglossus reticulatus,78792.358508,"442",R07052,lizard,"1",78794.785
Amphiglossus spilostichus,583.200977,"443",R07053,lizard,"1",583.201
Amphiglossus splendidus,20919.678854,"444",R07054,lizard,"1",20919.799
Amphiglossus stylus,2121.925531,"445",R07055,lizard,"1",2121.926
Amphiglossus tanysoma,11196.507910,"446",R07056,lizard,"1",11197.114
Amphiglossus tsaratananensis,1912.389887,"447",R07057,lizard,"1",1912.409
Amphiglossus valhallae,3.473275,"448",R07058,lizard,"1",3.473
Amphisbaena absaberi,156.024595,"449",R00492,worm lizard,"1",156.024
Amphisbaena acrobeles,19.992561,"450",R00493,worm lizard,"1",19.993
Amphisbaena alba,13646816.783997,"451",R00494,worm lizard,"1",13646823.092
Amphisbaena albocingulata,309030.175367,"452",R00495,worm lizard,"1",308718.704
Amphisbaena amazonica,3711816.068620,"453",R00496,worm lizard,"1",3711879.950
Amphisbaena anaemariae,1626.204782,"454",R00497,worm lizard,"1",1625.673
Amphisbaena angustifrons,941355.093916,"455",R00498,worm lizard,"1",941355.098
Amphisbaena anomala,62301.384083,"456",R00499,worm lizard,"1",62430.948
Amphisbaena arda,9.996281,"457",R00500,worm lizard,"1",9.996
Amphisbaena arenaria,9.996281,"458",R00501,worm lizard,"1",9.996
Amphisbaena bahiana,19.992561,"459",R00502,worm lizard,"1",19.993
Amphisbaena bakeri,977.943416,"460",R00503,worm lizard,"1",978.015
Amphisbaena barbouri,6942.231423,"461",R00504,worm lizard,"1",6943.306
Amphisbaena bassleri,1302105.352450,"462",R00505,worm lizard,"1",1302142.056
Amphisbaena bedai,19.992561,"463",R00506,worm lizard,"1",19.993
Amphisbaena bilabialatus,31002.536368,"464",R00507,worm lizard,"1",30876.258
Amphisbaena bolivica,630650.196284,"465",R00508,worm lizard,"1",630650.199
Amphisbaena borelli,51528.793111,"466",R00509,worm lizard,"1",51250.055
Amphisbaena brasiliana,402445.494792,"467",R00510,worm lizard,"1",403464.251
Amphisbaena brevis,1929.330315,"468",R00511,worm lizard,"1",1929.661
Amphisbaena caeca,8680.088721,"469",R00512,worm lizard,"1",8680.089
Amphisbaena caiari,5060.498100,"470",R00513,worm lizard,"1",5049.926
Amphisbaena camura,477545.245793,"471",R00514,worm lizard,"1",477545.543
Amphisbaena carlgansi,4.857161,"472",R00515,worm lizard,"1",4.857
Amphisbaena carli,932.305663,"473",R00516,worm lizard,"1",932.344
Amphisbaena carvalhoi,9.996281,"474",R00517,worm lizard,"1",9.996
Amphisbaena caudalis,6.277590,"475",R00518,worm lizard,"1",6.278
Amphisbaena cayemite,3.141175,"476",R00519,worm lizard,"1",3.141
Amphisbaena cegei,9.996281,"477",R00520,worm lizard,"1",9.996
Amphisbaena cerradensis,9.996281,"478",R00521,worm lizard,"1",9.996
Amphisbaena crisae,19.992561,"479",R00522,worm lizard,"1",19.993
Amphisbaena cubana,29353.025178,"480",R00523,worm lizard,"1",29352.962
Amphisbaena cuiabana,9.996281,"481",R00524,worm lizard,"1",9.996
Amphisbaena cunhai,9.996281,"482",R00525,worm lizard,"1",9.996
Amphisbaena darwini,1970096.596736,"483",R00526,worm lizard,"1",1970098.177
Amphisbaena dubia,150158.246699,"484",R00527,worm lizard,"1",150162.599
Amphisbaena fenestrata,244.418548,"485",R00528,worm lizard,"1",244.419
Amphisbaena frontalis,15270.529488,"486",R00529,worm lizard,"1",15335.085
Amphisbaena fuliginosa,8747298.774277,"487",R00530,worm lizard,"1",8747600.944
Amphisbaena gonavensis,682.430534,"488",R00531,worm lizard,"1",682.430
Amphisbaena gracilis,83581.595853,"489",R00532,worm lizard,"1",83581.567
Amphisbaena hastata,9.996281,"490",R00533,worm lizard,"1",9.996
Amphisbaena heathi,2485.898246,"491",R00534,worm lizard,"1",2485.793
Amphisbaena heterozonata,2011884.423347,"492",R00535,worm lizard,"1",2011001.776
Amphisbaena hiata,7857.625608,"493",R00536,worm lizard,"1",7866.775
Amphisbaena hogei,53183.747468,"494",R00537,worm lizard,"1",53181.805
Amphisbaena hyporissor,1567.312574,"495",R00538,worm lizard,"1",1567.312
Amphisbaena ibijara,13.660506,"496",R00539,worm lizard,"1",13.661
Amphisbaena ignatiana,9.996281,"497",R00540,worm lizard,"1",9.996
Amphisbaena infraorbitale,48230.465478,"498",R00541,worm lizard,"1",48245.256
Amphisbaena innocens,11550.899015,"499",R00542,worm lizard,"1",11550.882
Amphisbaena kingii,1387335.481571,"500",R00543,worm lizard,"1",1387413.439
Amphisbaena kisteumacheri,19.992561,"501",R00544,worm lizard,"1",19.993
Amphisbaena kraoh,9.996281,"502",R00545,worm lizard,"1",9.996
Amphisbaena leali,3.141175,"503",R00546,worm lizard,"1",3.141
Amphisbaena leeseri,25789.170889,"504",R00547,worm lizard,"1",25743.223
Amphisbaena leucocephala,9.996281,"505",R00548,worm lizard,"1",9.996
Amphisbaena littoralis,488.862808,"506",R00549,worm lizard,"1",488.865
Amphisbaena lumbricalis,2249.696329,"507",R00550,worm lizard,"1",2249.696
Amphisbaena manni,60391.392822,"508",R00551,worm lizard,"1",60391.389
Amphisbaena maranhensis,11.568528,"509",R00552,worm lizard,"1",11.569
Amphisbaena maximus,29.988842,"510",R00553,worm lizard,"1",29.989
Amphisbaena medemi,3116.388863,"511",R00554,worm lizard,"1",3116.597
Amphisbaena mensae,9.996281,"512",R00555,worm lizard,"1",9.996
Amphisbaena mertensii,543971.199742,"513",R00556,worm lizard,"1",543971.201
Amphisbaena metallurga,9.996281,"514",R00557,worm lizard,"1",9.996
Amphisbaena microcephalum,1421038.533363,"515",R00558,worm lizard,"1",1421038.685
Amphisbaena miringoera,19.992561,"516",R00559,worm lizard,"1",19.993
Amphisbaena mitchelli,63521.720479,"517",R00560,worm lizard,"1",63521.722
Amphisbaena munoai,274190.865998,"518",R00561,worm lizard,"1",274142.666
Amphisbaena myersi,9.996281,"519",R00562,worm lizard,"1",9.996
Amphisbaena neglecta,555606.955503,"520",R00563,worm lizard,"1",555608.595
Amphisbaena nigricauda,117191.476062,"521",R00564,worm lizard,"1",117271.979
Amphisbaena occidentalis,35731.760585,"522",R00565,worm lizard,"1",35729.449
Amphisbaena octostegum,1606.425510,"523",R00566,worm lizard,"1",1606.431
Amphisbaena pericensis,24655.520748,"524",R00567,worm lizard,"1",24656.119
Amphisbaena persephone,9.996281,"525",R00568,worm lizard,"1",9.996
Amphisbaena plumbea,373084.156956,"526",R00569,worm lizard,"1",373108.676
Amphisbaena polygrammica,5053.764368,"527",R00570,worm lizard,"1",5053.767
Amphisbaena polystegum,1614459.620396,"528",R00571,worm lizard,"1",1614474.190
Amphisbaena pretrei,503545.815389,"529",R00572,worm lizard,"1",503542.075
Amphisbaena prunicolor,554055.083054,"530",R00573,worm lizard,"1",554057.124
Amphisbaena ridleyi,20.193675,"531",R00574,worm lizard,"1",20.194
Amphisbaena roberti,160274.185628,"532",R00575,worm lizard,"1",161699.630
Amphisbaena rozei,9.996281,"533",R00576,worm lizard,"1",9.996
Amphisbaena sanctaeritae,9.996281,"534",R00577,worm lizard,"1",9.996
Amphisbaena saxosa,9.996281,"535",R00578,worm lizard,"1",9.996
Amphisbaena schmidti,2412.824077,"536",R00579,worm lizard,"1",2412.825
Amphisbaena scutigerum,1621.040925,"537",R00580,worm lizard,"1",1620.825
Amphisbaena silvestrii,55767.992211,"538",R00581,worm lizard,"1",55767.993
Amphisbaena slateri,17943.572591,"539",R00582,worm lizard,"1",17945.739
Amphisbaena slevini,164.359674,"540",R00583,worm lizard,"1",164.360
Amphisbaena spurelli,9.996281,"541",R00584,worm lizard,"1",9.996
Amphisbaena steindachneri,22585.863207,"542",R00585,worm lizard,"1",22173.378
Amphisbaena stejnegeri,9.996281,"543",R00586,worm lizard,"1",9.996
Amphisbaena supernumeraria,19.992561,"544",R00587,worm lizard,"1",19.993
Amphisbaena talisiae,9.996281,"545",R00588,worm lizard,"1",9.996
Amphisbaena townsendi,26809.886454,"546",R00589,worm lizard,"1",26811.532
Amphisbaena trachura,916353.822341,"547",R00590,worm lizard,"1",916144.716
Amphisbaena tragorrhectes,236.720472,"548",R00591,worm lizard,"1",236.720
Amphisbaena uroxena,9.996281,"549",R00592,worm lizard,"1",9.996
Amphisbaena vanzolinii,15468.986834,"550",R00593,worm lizard,"1",15468.987
Amphisbaena varia,1830364.741972,"551",R00594,worm lizard,"1",1830367.419
Amphisbaena vermicularis,989553.509829,"552",R00595,worm lizard,"1",989553.569
Amphisbaena wiedi,85049.200406,"553",R00596,worm lizard,"1",85049.202
Amphisbaena wuchereri,171091.013604,"554",R00597,worm lizard,"1",168684.308
Amphisbaena xera,2467.261968,"555",R00598,worm lizard,"1",2467.261
Amplorhinus multimaculatus,233356.467223,"556",R05577,snake,"1",233334.874
Amyda cartilaginea,3111727.933397,"557",R10216,turtle,"1",3111884.643
Anadia altaserrania,573.811792,"558",R04895,lizard,"1",573.810
Anadia antioquensis,1430.592866,"559",R04896,lizard,"1",1430.610
Anadia bitaeniata,4899.818566,"560",R04897,lizard,"1",4899.518
Anadia blakei,3667.177708,"561",R04898,lizard,"1",3666.964
Anadia bogotensis,16797.535535,"562",R04899,lizard,"1",16797.539
Anadia brevifrontalis,4600.962208,"563",R04900,lizard,"1",4600.962
Anadia bumanguesa,348.812793,"564",R04901,lizard,"1",348.812
Anadia escalerae,19805.014458,"565",R04902,lizard,"1",19802.557
Anadia hobarti,19.992561,"566",R04903,lizard,"1",19.993
Anadia marmorata,5619.713791,"567",R04904,lizard,"1",5619.176
Anadia mcdiarmidi,2597.524329,"568",R04905,lizard,"1",2597.524
Anadia ocellata,31315.689911,"569",R04906,lizard,"1",31315.707
Anadia pamplonensis,3659.438615,"570",R04907,lizard,"1",3659.477
Anadia pariaensis,19.992561,"571",R04908,lizard,"1",19.993
Anadia petersi,48850.090464,"572",R04909,lizard,"1",48851.352
Anadia pulchella,10173.258933,"573",R04910,lizard,"1",10173.262
Anadia rhombifera,126751.992233,"574",R04911,lizard,"1",126753.351
Anadia steyeri,19.992561,"575",R04912,lizard,"1",19.993
Anadia vittata,37438.248557,"576",R04913,lizard,"1",37439.101
Anatololacerta anatolica,75665.417681,"577",R05295,lizard,"1",75666.745
Anatololacerta budaki,20551.000395,"578",R05296,lizard,"1",20556.669
Anatololacerta danfordi,58544.964218,"579",R05297,lizard,"1",58546.404
Anatololacerta pelasgiana,27755.962465,"580",R05298,lizard,"1",27757.212
Ancylocranium barkeri,13271.329655,"581",R00599,worm lizard,"1",13280.169
Ancylocranium ionidesi,10722.028596,"582",R00600,worm lizard,"1",10725.587
Ancylocranium somalicum,132622.730832,"583",R00601,worm lizard,"1",132630.482
Androngo trivittatus,22581.051609,"584",R07059,lizard,"1",22580.694
Anelytropsis papillosus,16874.318099,"585",R02414,lizard,"1",16873.063
Anepischetosia maccoyi,86393.343721,"586",R07060,lizard,"1",86390.129
Anguis cephallonica,22894.199896,"587",R00695,lizard,"1",22894.205
Anguis fragilis,2507794.509398,"589",R00697,lizard,"1",2507664.765
Anguis graeca,142022.957735,"590",R00698,lizard,"1",142032.815
Anguis incomptus,4768.525861,"591",R00699,lizard,"1",4754.735
Anguis veronensis,295700.373658,"592",R00700,lizard,"1",295718.376
Anilios affinis,875669.877776,"593",R09168,snake,"1",875681.168
Anilios ammodytes,231320.187778,"594",R09169,snake,"1",231328.024
Anilios aspinus,11852.473949,"595",R09170,snake,"1",11852.943
Anilios australis,319361.432378,"596",R09171,snake,"1",319341.934
Anilios batillus,9.996281,"597",R09172,snake,"1",9.996
Anilios bicolor,902415.261910,"598",R09173,snake,"1",902324.614
Anilios bituberculatus,3318355.810765,"599",R09174,snake,"1",3317870.286
Anilios broomi,2012174.839507,"600",R09175,snake,"1",2012428.143
Anilios centralis,12185.378022,"601",R09176,snake,"1",12185.507
Anilios chamodracaena,81569.690341,"602",R09177,snake,"1",81581.045
Anilios diversus,2715488.753916,"603",R09178,snake,"1",2715787.542
Anilios endoterus,1566368.761472,"604",R09179,snake,"1",1566324.625
Anilios erycinus,36227.515038,"605",R09180,snake,"1",36227.803
Anilios ganei,24209.396116,"606",R09181,snake,"1",24210.651
Anilios grypus,2229567.698640,"607",R09182,snake,"1",2229880.226
Anilios guentheri,530137.083752,"608",R09183,snake,"1",530169.874
Anilios hamatus,969844.289296,"609",R09184,snake,"1",969878.617
Anilios howi,3270.102662,"610",R09185,snake,"1",3270.722
Anilios kimberleyensis,17177.352416,"611",R09186,snake,"1",17179.295
Anilios leptosomus,41742.949323,"612",R09187,snake,"1",41742.225
Anilios leucoproctus,49109.314215,"613",R09188,snake,"1",49109.670
Anilios ligatus,1357051.841148,"614",R09189,snake,"1",1357192.971
Anilios longissimus,2308.859676,"615",R09190,snake,"1",2308.840
Anilios margaretae,8846.367712,"616",R09191,snake,"1",8846.239
Anilios micrommus,8264.405668,"617",R09192,snake,"1",8264.510
Anilios minimus,2196.904268,"618",R09193,snake,"1",2196.982
Anilios nema,4647.690631,"619",R09194,snake,"1",4647.773
Anilios nigrescens,614901.476468,"620",R09195,snake,"1",614764.026
Anilios pilbarensis,34746.560870,"621",R09198,snake,"1",34752.765
Anilios pinguis,194280.773072,"622",R09199,snake,"1",194273.057
Anilios proximus,1248145.933938,"623",R09201,snake,"1",1248287.504
Anilios robertsi,2504.099591,"624",R09202,snake,"1",2504.157
Anilios silvia,6857.870206,"625",R09203,snake,"1",6857.910
Anilios splendidus,3343.129134,"626",R09204,snake,"1",3343.203
Anilios torresianus,418339.530130,"627",R09205,snake,"1",418489.056
Anilios tovelli,3435.965205,"628",R09206,snake,"1",3436.097
Anilios troglodytes,5763.486069,"629",R09207,snake,"1",5763.492
Anilios unguirostris,3163762.374848,"630",R09208,snake,"1",3163959.389
Anilios waitii,1351590.645934,"631",R09209,snake,"1",1351598.581
Anilios wiedii,1615335.790775,"632",R09210,snake,"1",1615639.190
Anilios yampiensis,5838.881321,"633",R09211,snake,"1",5838.981
Anilios yirrikalae,8532.412817,"634",R09212,snake,"1",8532.481
Anilius scytale,7895057.741179,"635",R00740,snake,"1",7895071.288
Anisolepis grilli,654349.354385,"636",R05905,lizard,"1",654339.157
Anisolepis longicauda,6234.582376,"637",R05906,lizard,"1",6234.581
Anisolepis undulatus,92459.788164,"638",R05907,lizard,"1",92457.106
Anniella alexanderae,138.819282,"639",R00741,lizard,"1",138.819
Anniella campi,503.072030,"640",R00742,lizard,"1",503.075
Anniella geronimensis,3520.649446,"641",R00743,lizard,"1",3520.675
Anniella grinnelli,71.670720,"642",R00744,lizard,"1",71.671
Anniella pulchra,135562.303550,"643",R00745,lizard,"1",135562.361
Anniella stebbinsi,45455.545331,"644",R00746,lizard,"1",45467.693
Anolis acutus,220.247461,"645",R02015,lizard,"1",220.247
Anolis aeneus,39598.491216,"646",R02016,lizard,"1",39598.446
Anolis aequatorialis,107579.218397,"647",R02017,lizard,"1",107580.799
Anolis agassizi,7.656224,"648",R02018,lizard,"1",7.656
Anolis agueroi,19.992561,"649",R02019,lizard,"1",19.993
Anolis ahli,1237.309672,"650",R02020,lizard,"1",1237.312
Anolis alayoni,7079.276569,"651",R02021,lizard,"1",7079.276
Anolis alfaroi,9.996281,"652",R02022,lizard,"1",9.996
Anolis aliniger,23698.390203,"653",R02023,lizard,"1",23698.390
Anolis allisoni,72756.654539,"654",R02024,lizard,"1",72756.651
Anolis allogus,78010.741435,"655",R02025,lizard,"1",78010.741
Anolis alocomyos,703.068838,"656",R02026,lizard,"1",703.066
Anolis altae,15210.480215,"657",R02027,lizard,"1",15210.491
Anolis altavelensis,1.684708,"658",R02028,lizard,"1",1.685
Anolis altitudinalis,9.996281,"659",R02029,lizard,"1",9.996
Anolis alumina,4101.496823,"660",R02030,lizard,"1",4101.502
Anolis alutaceus,72763.469315,"661",R02031,lizard,"1",72763.467
Anolis alvarezdeltoroi,956.623703,"662",R02032,lizard,"1",956.619
Anolis amplisquamosus,324.102339,"663",R02033,lizard,"1",324.102
Anolis anatoloros,1503.561698,"664",R02034,lizard,"1",1503.561
Anolis anchicayae,88886.807730,"665",R02035,lizard,"1",88886.818
Anolis anfiloquioi,8657.258551,"666",R02036,lizard,"1",8657.259
Anolis angusticeps,107239.511200,"667",R02037,lizard,"1",107239.509
Anolis anisolepis,5375.042342,"668",R02038,lizard,"1",5374.012
Anolis annectens,17460.373401,"669",R02039,lizard,"1",17455.677
Anolis anoriensis,2583.047747,"670",R02040,lizard,"1",2583.048
Anolis antioquiae,4125.204185,"671",R02041,lizard,"1",4125.204
Anolis antonii,55974.683912,"672",R02042,lizard,"1",55974.684
Anolis apletophallus,28918.388888,"673",R02043,lizard,"1",28918.378
Anolis apollinaris,70586.329894,"674",R02044,lizard,"1",70586.371
Anolis aquaticus,10735.063944,"675",R02045,lizard,"1",10735.094
Anolis argenteolus,35900.911573,"676",R02046,lizard,"1",35900.910
Anolis argillaceus,25444.530659,"677",R02047,lizard,"1",25444.530
Anolis armouri,5769.647986,"678",R02048,lizard,"1",5769.649
Anolis auratus,3225389.768958,"679",R02049,lizard,"1",3225389.659
Anolis bahorucoensis,3417.648114,"680",R02050,lizard,"1",3417.647
Anolis baleatus,26891.430798,"681",R02051,lizard,"1",26891.430
Anolis baracoae,1761.099615,"682",R02052,lizard,"1",1761.100
Anolis barahonae,2978.380985,"683",R02053,lizard,"1",2978.380
Anolis barbatus,1545.869285,"684",R02054,lizard,"1",1545.869
Anolis barbouri,12038.327364,"685",R02055,lizard,"1",12038.327
Anolis barkeri,39321.524825,"686",R02056,lizard,"1",39321.500
Anolis bartschi,3525.400569,"687",R02057,lizard,"1",3525.400
Anolis beckeri,138586.749921,"688",R02058,lizard,"1",138586.756
Anolis bellipeniculus,9.996281,"689",R02059,lizard,"1",9.996
Anolis benedikti,2335.192579,"690",R02060,lizard,"1",2335.189
Anolis bicaorum,41.538570,"691",R02061,lizard,"1",41.539
Anolis bimaculatus,298.223940,"692",R02062,lizard,"1",298.224
