Binomial,Area,FID_2,TID,Group,Value,area
Anolis brunneus,556.578624,706,R02076,lizard,1,556579863.8
Anolis calimae,5315.408827,707,R02077,lizard,1,5315409254
Anolis campbelli,19.518717,708,R02078,lizard,1,19518717.29
Anolis capito,276024.242,709,R02079,lizard,1,2.76024E+11
Anolis caquetae,10895.61657,710,R02080,lizard,1,10895624720
Anolis carlliebi,2223.663388,711,R02081,lizard,1,2223635562
Anolis carlostoddi,9.996281,712,R02082,lizard,1,9996280.673
Anolis carolinensis,1194966.897,713,R02083,lizard,1,1.19498E+12
Anolis carpenteri,51300.69706,714,R02084,lizard,1,51300618251
Anolis casildae,290.513407,715,R02085,lizard,1,290513407
Anolis caudalis,1370.800496,716,R02086,lizard,1,1370799154
Anolis centralis,42853.16236,717,R02087,lizard,1,42853154800
Anolis chamaeleonides,30007.38483,718,R02088,lizard,1,30007416261
Anolis charlesmyersi,22332.1157,719,R02089,lizard,1,22332114074
Anolis chloris,135848.7469,720,R02090,lizard,1,1.35849E+11
Anolis chlorocyanus,62519.9387,721,R02091,lizard,1,62519935849
Anolis chocorum,157157.5528,722,R02092,lizard,1,1.57158E+11
Anolis christophei,15403.88965,723,R02093,lizard,1,15403904597
Anolis chrysolepis,7366310.142,724,R02094,lizard,1,7.36634E+12
Anolis chrysops,0.828124,725,R02095,lizard,1,828112.329
Anolis clivicola,1559.871058,726,R02096,lizard,1,1559905542
Anolis cobanensis,10288.89881,727,R02097,lizard,1,10289200064
Anolis coelestinus,15676.26831,728,R02098,lizard,1,15676268926
Anolis compressicauda,8209.124558,729,R02099,lizard,1,8207658057
Anolis concolor,39.478408,730,R02100,lizard,1,39478436.52
Anolis confusus,9.996281,731,R02101,lizard,1,9996280.673
Anolis conspersus,220.617976,732,R02102,lizard,1,220618429
Anolis cooki,557.076839,733,R02103,lizard,1,557076656
Anolis crassulus,30682.23659,734,R02104,lizard,1,30682235796
Anolis cristatellus,9438.970411,735,R02105,lizard,1,9438972153
Anolis cristifer,13159.39629,736,R02106,lizard,1,13159351978
Anolis cryptolimifrons,1527.607544,737,R02107,lizard,1,1527607592
Anolis cupeyalensis,4557.698945,738,R02108,lizard,1,4557698909
Anolis cupreus,119269.7257,739,R02109,lizard,1,1.19269E+11
Anolis cuprinus,4812.52842,740,R02110,lizard,1,4812879182
Anolis cuscoensis,35931.84372,741,R02111,lizard,1,35932617398
Anolis cusuco,324.102339,742,R02112,lizard,1,324102138.2
Anolis cuvieri,6281.696404,743,R02113,lizard,1,6281697388
Anolis cyanopleurus,5984.615318,744,R02114,lizard,1,5984615365
Anolis cybotes,72309.45656,745,R02115,lizard,1,72309455796
Anolis cymbops,343.801269,746,R02116,lizard,1,343801123.2
Anolis damulus,19.992561,747,R02117,lizard,1,19992561.35
Anolis danieli,6590.974487,748,R02118,lizard,1,6590982432
Anolis darlingtoni,19.992561,749,R02119,lizard,1,19992561.34
Anolis datzorum,2853.728653,750,R02120,lizard,1,2853746120
Anolis delafuentei,9.996281,751,R02121,lizard,1,9996280.669
Anolis deltae,48640.11266,752,R02122,lizard,1,48639817504
Anolis desechensis,1.298493,753,R02123,lizard,1,1298493.172
Anolis desiradei,13.637833,754,R02124,lizard,1,13637832.7
Anolis dissimilis,60094.79594,755,R02125,lizard,1,60096119818
Anolis distichus,77748.30066,756,R02126,lizard,1,77748308539
Anolis dolichocephalus,3696.470088,757,R02127,lizard,1,3696469929
Anolis dollfusianus,4338.990072,758,R02128,lizard,1,4336835278
Anolis duellmani,3796.399059,759,R02129,lizard,1,3796328784
Anolis dunni,19971.87757,760,R02130,lizard,1,19972170269
Anolis elcopeensis,2849.888498,761,R02131,lizard,1,2849909684
Anolis equestris,67434.87003,762,R02132,lizard,1,67434866021
Anolis ernestwilliamsi,0.784553,763,R02133,lizard,1,784551.495
Anolis etheridgei,3100.55718,764,R02134,lizard,1,3100557118
Anolis eugenegrahami,486.214381,765,R02135,lizard,1,486214368.4
Anolis eulaemus,62878.88019,766,R02136,lizard,1,62878746759
Anolis euskalerriari,2992.507334,767,R02137,lizard,1,2992507346
Anolis evermanni,5899.504721,768,R02138,lizard,1,5899504808
Anolis extremus,39811.34817,769,R02139,lizard,1,39811206760
Anolis fairchildi,2.835083,770,R02140,lizard,1,2835077.297
Anolis fasciatus,79925.19862,771,R02141,lizard,1,79926804081
Anolis ferreus,162.065563,772,R02142,lizard,1,162065502.2
Anolis festae,29493.63728,773,R02143,lizard,1,29493652870
Anolis fitchi,43665.60003,774,R02144,lizard,1,43665603264
Anolis forresti,153.943677,775,R02145,lizard,1,153943784.6
Anolis fortunensis,193.045874,776,R02146,lizard,1,193045399.5
Anolis fowleri,885.089695,777,R02147,lizard,1,885139310.1
Anolis fraseri,250338.3374,778,R02148,lizard,1,2.50339E+11
Anolis frenatus,179439.9759,779,R02149,lizard,1,1.7944E+11
Anolis fugitivus,9.996281,780,R02150,lizard,1,9996280.673
Anolis fungosus,5245.084318,781,R02151,lizard,1,5244970427
Anolis fuscoauratus,8363358.544,782,R02152,lizard,1,8.3634E+12
Anolis gadovii,3076.689258,783,R02153,lizard,1,3076710680
Anolis gaigei,82971.80312,784,R02154,lizard,1,82971718406
Anolis garmani,10932.33046,785,R02155,lizard,1,10932328935
Anolis garridoi,9.996281,786,R02156,lizard,1,9996280.672
Anolis gemmosus,19736.29277,787,R02157,lizard,1,19736303901
Anolis gibbiceps,219844.4678,788,R02158,lizard,1,2.19837E+11
Anolis ginaelisae,618.213838,789,R02159,lizard,1,618213840.9
Anolis gingivinus,230.320407,790,R02160,lizard,1,230320233.1
Anolis gorgonae,11.945466,791,R02161,lizard,1,11945460.79
Anolis gracilipes,85379.88204,792,R02162,lizard,1,85380548299
Anolis grahami,11021.53921,793,R02163,lizard,1,11021537695
Anolis granuliceps,61428.47073,794,R02164,lizard,1,61428475386
Anolis griseus,350.262518,795,R02165,lizard,1,350262781.3
Anolis gruuo,1202.307131,796,R02166,lizard,1,1202306543
Anolis guafe,628.190504,797,R02167,lizard,1,628192456.1
Anolis guamuhaya,1160.813334,798,R02168,lizard,1,1160813279
Anolis guazuma,9.996281,799,R02169,lizard,1,9996280.673
Anolis gundlachi,6381.558687,800,R02170,lizard,1,6381559217
Anolis haetianus,1684.910887,801,R02171,lizard,1,1684910738
Anolis haguei,649.893256,802,R02172,lizard,1,649889013.2
Anolis hendersoni,5041.170612,803,R02173,lizard,1,5041170412
Anolis heterodermus,113959.0995,804,R02174,lizard,1,1.13959E+11
Anolis hobartsmithi,1385.212303,805,R02175,lizard,1,1385214841
Anolis homolechis,98956.18703,806,R02176,lizard,1,98956181887
Anolis huilae,26827.42877,807,R02177,lizard,1,26827341112
Anolis humilis,65157.25922,808,R02178,lizard,1,65157317575
Anolis ibague,1583.902114,809,R02179,lizard,1,1583901874
Anolis ibanezi,10429.79988,810,R02180,lizard,1,10430132436
Anolis imias,780.716767,811,R02181,lizard,1,780765973
Anolis immaculogularis,8533.102087,812,R02182,lizard,1,8533100282
Anolis impetigosus,39583.99172,813,R02183,lizard,1,39583793881
Anolis incredulus,9.996281,814,R02184,lizard,1,9996280.675
Anolis inderenae,1452.208364,815,R02185,lizard,1,1452209060
Anolis inexpectatus,1762.037292,816,R02186,lizard,1,1762037423
Anolis insignis,76438.62562,817,R02187,lizard,1,76438671052
Anolis insolitus,1975.645432,818,R02188,lizard,1,1975645373
Anolis intermedius,4834.638573,819,R02189,lizard,1,4834638459
Anolis isolepis,18644.12428,820,R02190,lizard,1,18644135731
Anolis jacare,28106.67578,821,R02191,lizard,1,28106664633
Anolis johnmeyeri,300.880166,822,R02192,lizard,1,300879058.6
Anolis juangundlachi,78.071008,823,R02193,lizard,1,78071008.23
Anolis jubar,49966.61481,824,R02194,lizard,1,49966614947
Anolis kahouannensis,0.344438,825,R02195,lizard,1,344438.638
Anolis kemptoni,466.145535,826,R02196,lizard,1,466144921.3
Anolis koopmani,857.881684,827,R02197,lizard,1,857868804.8
Anolis kreutzi,71.404071,828,R02198,lizard,1,71404067.76
Anolis krugi,7293.47136,829,R02199,lizard,1,7293471244
Anolis kunayalae,9125.27131,830,R02200,lizard,1,9125388019
Anolis laevis,24401.65034,831,R02201,lizard,1,24402244869
Anolis laeviventris,40626.82333,832,R02202,lizard,1,40626075627
Anolis lamari,621.00482,833,R02203,lizard,1,621004700
Anolis latifrons,82570.64149,834,R02204,lizard,1,82570679378
Anolis leachii,442.146751,835,R02205,lizard,1,442146949.7
Anolis leditzigorum,1540.680782,836,R02206,lizard,1,1540680583
Anolis lemniscatus,194.537298,837,R02207,lizard,1,194537297.7
Anolis lemurinus,477491.8751,838,R02208,lizard,1,4.77488E+11
Anolis limifrons,211406.4213,839,R02209,lizard,1,2.11406E+11
Anolis limon,4800.479852,840,R02210,lizard,1,4800520009
Anolis lineatopus,11051.52804,841,R02211,lizard,1,11051526678
Anolis lineatus,636.236678,842,R02212,lizard,1,636237420.9
Anolis liogaster,4163.547569,843,R02213,lizard,1,4163560171
Anolis lionotus,211533.3748,844,R02214,lizard,1,2.11534E+11
Anolis litoralis,10830.49912,845,R02215,lizard,1,10830503486
Anolis lividus,102.506953,846,R02216,lizard,1,102506948.5
Anolis longiceps,4.623838,847,R02217,lizard,1,4623832.981
Anolis longitibialis,1859.720757,848,R02218,lizard,1,1859719985
Anolis loveridgei,819.991463,849,R02219,lizard,1,819991005.3
Anolis loysiana,14025.74114,850,R02220,lizard,1,14025737685
Anolis luciae,31812.21031,851,R02221,lizard,1,31812198818
Anolis lucius,47552.6235,852,R02222,lizard,1,47552621998
Anolis luteogularis,18162.73024,853,R02223,lizard,1,18162723081
Anolis luteosignifer,8.212299,854,R02224,lizard,1,8212261.64
Anolis lynchi,45797.48407,855,R02225,lizard,1,45797490734
Anolis lyra,92208.35599,856,R02226,lizard,1,92208761661
Anolis macilentus,9.996281,857,R02227,lizard,1,9996280.672
Anolis macrinii,766.079841,858,R02228,lizard,1,766079840.8
Anolis macrolepis,41455.69496,859,R02229,lizard,1,41455980899
Anolis macrophallus,16620.43232,860,R02230,lizard,1,16620933933
Anolis maculigula,20422.10508,861,R02231,lizard,1,20422102033
Anolis maculiventris,193143.6638,862,R02232,lizard,1,1.93144E+11
Anolis magnaphallus,756.020987,863,R02233,lizard,1,756020991.9
Anolis marcanoi,1898.597502,864,R02234,lizard,1,1898597119
Anolis mariarum,33501.66938,865,R02235,lizard,1,33501670369
Anolis marmoratus,1529.201703,866,R02236,lizard,1,1529201531
Anolis marron,680.755915,867,R02237,lizard,1,680755990.9
Anolis marsupialis,2861.548421,868,R02238,lizard,1,2861582676
Anolis matudai,11446.14641,869,R02239,lizard,1,11445940729
Anolis maynardi,67.09885,870,R02240,lizard,1,67097446
Anolis medemi,11.856253,871,R02241,lizard,1,11856248.16
Anolis megalopithecus,5454.145408,872,R02242,lizard,1,5454143157
Anolis megapholidotus,3207.535796,873,R02243,lizard,1,3207515947
Anolis menta,915.865239,874,R02244,lizard,1,915864950.1
Anolis meridionalis,3061380.38,875,R02245,lizard,1,3.06138E+12
Anolis mestrei,6040.888253,876,R02246,lizard,1,6040887613
Anolis microlepidotus,8624.906108,877,R02247,lizard,1,8624926141
Anolis microlepis,20.372333,878,R02248,lizard,1,20372332.86
Anolis microtus,12434.22723,879,R02249,lizard,1,12434624510
Anolis milleri,1174.669111,880,R02250,lizard,1,1174673496
Anolis mirus,11168.40204,881,R02251,lizard,1,11168402090
Anolis monensis,19.992561,882,R02252,lizard,1,19992561.35
Anolis monteverde,5438.807401,883,R02253,lizard,1,5438807308
Anolis monticola,3323.457827,884,R02254,lizard,1,3323458015
Anolis morazani,111.44359,885,R02255,lizard,1,111441635.3
Anolis muralla,154.248306,886,R02256,lizard,1,154247865.4
Anolis nasofrontalis,14.266463,887,R02257,lizard,1,14266462.16
Anolis naufragus,6693.407531,888,R02258,lizard,1,6694896049
Anolis neblininus,769.425596,889,R02259,lizard,1,769425595.6
Anolis nebuloides,12530.05438,890,R02260,lizard,1,12530054522
Anolis nebulosus,238645.5079,891,R02261,lizard,1,2.3866E+11
Anolis nelsoni,1.852307,892,R02262,lizard,1,1852309.536
Anolis nicefori,10773.56958,893,R02263,lizard,1,10773885962
Anolis nietoi,813.244052,894,R02264,lizard,1,813244028.1
Anolis nigrolineatus,23030.28705,895,R02265,lizard,1,23030904163
Anolis noblei,12746.40495,896,R02266,lizard,1,12746404191
Anolis notopholis,35105.18097,897,R02267,lizard,1,35105185721
Anolis nubilus,0.829518,898,R02268,lizard,1,829518.772
Anolis occultus,5224.874294,899,R02269,lizard,1,5224874562
Anolis ocelloscapularis,172.455138,900,R02270,lizard,1,172454672.3
Anolis oculatus,766.689801,901,R02271,lizard,1,766689473.9
Anolis oligaspis,3443.120935,902,R02272,lizard,1,3443127674
Anolis olssoni,51394.57815,903,R02273,lizard,1,51394581659
Anolis omiltemanus,2271.049779,904,R02274,lizard,1,2271051602
Anolis onca,32856.91755,905,R02275,lizard,1,32857194335
Anolis opalinus,10964.97503,906,R02276,lizard,1,10964973357
Anolis ophiolepis,19560.25544,907,R02277,lizard,1,19560250283
Anolis oporinus,9.996281,908,R02278,lizard,1,9996280.672
Anolis orcesi,36872.52879,909,R02279,lizard,1,36873265022
Anolis ordinatus,9990.149177,910,R02280,lizard,1,9990136659
Anolis ortonii,7668486.264,911,R02281,lizard,1,7.66858E+12
Anolis osa,1312.356789,912,R02282,lizard,1,1312355400
Anolis otongae,19.992561,913,R02283,lizard,1,19992561.35
Anolis oxylophus,115096.2179,914,R02284,lizard,1,1.15097E+11
Anolis pachypus,13157.70061,915,R02285,lizard,1,13157685427
Anolis paravertebralis,661.804313,916,R02286,lizard,1,661803995.6
Anolis parilis,12283.85958,917,R02287,lizard,1,12284172790
Anolis parvicirculatus,1154.478515,918,R02288,lizard,1,1154475015
Anolis paternus,4526.781572,919,R02289,lizard,1,4526778425
Anolis pentaprion,346929.0882,920,R02290,lizard,1,3.46931E+11
Anolis peraccae,75769.68259,921,R02291,lizard,1,75770674720
Anolis petersii,29067.4562,922,R02292,lizard,1,29067455319
Anolis peucephilus,9.996281,923,R02293,lizard,1,9996280.67
Anolis philopunctatus,291779.3341,924,R02294,lizard,1,2.91786E+11
Anolis phyllorhinus,388318.0103,925,R02295,lizard,1,3.88317E+11
Anolis pigmaequestris,10.827489,926,R02296,lizard,1,10827479.85
Anolis pijolense,23.651571,927,R02297,lizard,1,23651534.37
Anolis pinchoti,23.527127,928,R02298,lizard,1,23527085.56
Anolis placidus,541.01813,929,R02299,lizard,1,541018430.5
Anolis planiceps,449501.3785,930,R02300,lizard,1,4.49496E+11
Anolis podocarpus,2689.406855,931,R02301,lizard,1,2689406849
Anolis poecilopus,133008.4185,932,R02302,lizard,1,1.33008E+11
Anolis poei,4146.184126,933,R02303,lizard,1,4146189786
Anolis pogus,187.580014,934,R02304,lizard,1,187580183.2
Anolis polylepis,12831.86862,935,R02305,lizard,1,12831908336
Anolis poncensis,1155.739092,936,R02306,lizard,1,1155738940
Anolis porcatus,102414.3175,937,R02307,lizard,1,1.02414E+11
Anolis porcus,17962.18722,938,R02308,lizard,1,17962187929
Anolis princeps,67641.53489,939,R02309,lizard,1,67642217578
Anolis proboscis,361.8065,940,R02310,lizard,1,361806499.8
Anolis propinquus,3296.718427,941,R02311,lizard,1,3296718432
Anolis pseudokemptoni,2686.062661,942,R02312,lizard,1,2686034172
Anolis pseudopachypus,862.540652,943,R02313,lizard,1,862537110.7
Anolis pseudotigrinus,83681.9625,944,R02314,lizard,1,83682004541
Anolis pulchellus,9289.566459,945,R02315,lizard,1,9289568335
Anolis pumilus,22240.96661,946,R02316,lizard,1,22240961250
Anolis punctatus,7243509.29,947,R02317,lizard,1,7.24356E+12
Anolis purpurescens,795.432923,948,R02318,lizard,1,795432518
Anolis purpurgularis,40.060688,949,R02319,lizard,1,40060643.38
Anolis pygmaeus,1312.300451,950,R02320,lizard,1,1312302855
Anolis quadriocellifer,1318.920078,951,R02321,lizard,1,1318920379
Anolis quaggulus,130769.6644,952,R02322,lizard,1,1.3077E+11
Anolis quercorum,7323.819781,953,R02323,lizard,1,7323903085
Anolis radulinus,5203.940861,954,R02324,lizard,1,5203963748
Anolis reconditus,707.219685,955,R02325,lizard,1,707219701.4
Anolis rejectus,1180.417957,956,R02326,lizard,1,1180436882
Anolis rhombifer,9.996281,957,R02327,lizard,1,9996280.673
Anolis richardii,360.69878,958,R02328,lizard,1,360698845.3
Anolis ricordii,31122.40245,959,R02329,lizard,1,31122402467
Anolis rimarum,9.996281,960,R02330,lizard,1,9996280.687
Anolis rivalis,13718.00603,961,R02331,lizard,1,13718006110
Anolis roatanensis,108.342049,962,R02332,lizard,1,108342688.8
Anolis rodriguezii,244442.4115,963,R02333,lizard,1,2.44442E+11
Anolis roosevelti,293.650587,964,R02334,lizard,1,293651533.4
Anolis roquet,1161.239735,965,R02335,lizard,1,1161239638
Anolis rubiginosus,25207.38201,966,R02336,lizard,1,25207662852
Anolis rubribarbaris,61.1528,967,R02337,lizard,1,61152757.86
Anolis rubribarbus,1918.452615,968,R02338,lizard,1,1918452643
Anolis ruibali,9.996281,969,R02339,lizard,1,9996280.673
Anolis ruizii,6967.634738,970,R02340,lizard,1,6967637191
Anolis rupinae,1361.187786,971,R02341,lizard,1,1361243379
Anolis sabanus,8.199521,972,R02342,lizard,1,8199535.182
Anolis sacamecatensis,3495.572874,973,R02343,lizard,1,3495573034
Anolis sagrei,326049.0378,974,R02344,lizard,1,3.2605E+11
Anolis salvini,439.087241,975,R02345,lizard,1,439087920.3
Anolis santamartae,2690.313647,976,R02346,lizard,1,2690337463
Anolis scapularis,70724.13929,977,R02347,lizard,1,70725498378
Anolis schiedii,2065.85454,978,R02348,lizard,1,2065845664
Anolis schwartzi,298.223909,979,R02349,lizard,1,298223659.3
Anolis scriptus,2352.118575,980,R02350,lizard,1,2352118078
Anolis scypheus,599602.5453,981,R02351,lizard,1,5.99604E+11
Anolis semilineatus,72703.32707,982,R02352,lizard,1,72703321418
Anolis sericeus,514821.2517,983,R02353,lizard,1,5.14818E+11
Anolis serranoi,32458.54658,984,R02354,lizard,1,32459329507
Anolis sheplani,494.513178,985,R02355,lizard,1,494519327.6
Anolis shrevei,1705.453763,986,R02356,lizard,1,1705453760
Anolis sierramaestrae,9.755434,987,R02357,lizard,1,9755427.726
Anolis singularis,4516.222796,988,R02358,lizard,1,4516224419
Anolis smallwoodi,6446.802745,989,R02359,lizard,1,6446801764
Anolis smaragdinus,4499.276561,990,R02360,lizard,1,4499288508
Anolis sminthus,15134.78343,991,R02361,lizard,1,15134908700
Anolis soinii,36730.47743,992,R02362,lizard,1,36731390964
Anolis solitarius,2775.106519,993,R02363,lizard,1,2775040251
Anolis spectrum,12813.0946,994,R02364,lizard,1,12813091143
Anolis squamulatus,3537.575741,995,R02365,lizard,1,3537571270
Anolis stevepoei,2819.732799,996,R02366,lizard,1,2819732800
Anolis strahmi,1466.143863,997,R02367,lizard,1,1466130725
Anolis stratulus,9177.781983,998,R02368,lizard,1,9177783527
Anolis subocularis,267.13304,999,R02369,lizard,1,267133040.5
Anolis sulcifrons,94673.87594,1000,R02370,lizard,1,94673873486
Anolis tandai,642713.6175,1001,R02371,lizard,1,6.42719E+11
Anolis taylori,28.679854,1002,R02372,lizard,1,28679824.96
Anolis tenorioensis,19.71063,1003,R02373,lizard,1,19710630.12
Anolis terraealtae,16.939759,1004,R02374,lizard,1,16939759.67
Anolis terueli,19.992561,1005,R02375,lizard,1,19992561.35
Anolis tetarii,989.797125,1006,R02376,lizard,1,989766212.9
Anolis tigrinus,4256.703075,1007,R02377,lizard,1,4256703303
Anolis toldo,9.996281,1008,R02378,lizard,1,9996280.667
Anolis tolimensis,48671.27014,1009,R02379,lizard,1,48671288512
Anolis townsendi,24.782458,1010,R02380,lizard,1,24782459.7
Anolis trachyderma,1620726.26,1011,R02381,lizard,1,1.62074E+12
Anolis transversalis,2009219.184,1012,R02382,lizard,1,2.00924E+12
Anolis trinitatis,350.262506,1013,R02383,lizard,1,350262799.7
Anolis triumphalis,9.996281,1014,R02384,lizard,1,9996280.672
Anolis tropidogaster,412096.1,1015,R02385,lizard,1,4.12096E+11
Anolis tropidolepis,6103.892617,1016,R02386,lizard,1,6103892916
Anolis tropidonotus,258715.04,1017,R02387,lizard,1,2.58716E+11
Anolis umbrivagus,2468.236802,1018,R02388,lizard,1,2468237768
Anolis uniformis,82380.42308,1019,R02389,lizard,1,82381575397
